"Fragment","Date.0","Genotype.0","Tank.0","A_Tank.0","Nutrients.0","Disease.0","YII.0","Sample.0","Date.2","Genotype.2","Tank.2","A_Tank.2","Nutrients.2","Disease.2","YII.2","Sample.2","Date.3","Genotype.3","Tank.3","A_Tank.3","Nutrients.3","Disease.3","YII.3","Sample.3","Date.4","Genotype.4","Tank.4","A_Tank.4","Nutrients.4","Disease.4","YII.4","Sample.4","Date.5","Genotype.5","Tank.5","A_Tank.5","Nutrients.5","Disease.5","YII.5","Sample.5","Date.6","Genotype.6","Tank.6","A_Tank.6","Nutrients.6","Disease.6","YII.6","Sample.6","Date.7","Genotype.7","Tank.7","A_Tank.7","Nutrients.7","Disease.7","YII.7","Sample.7","Date.8","Genotype.8","Tank.8","A_Tank.8","Nutrients.8","Disease.8","YII.8","Sample.8","Date.9","Genotype.9","Tank.9","A_Tank.9","Nutrients.9","Disease.9","YII.9","Sample.9","Date.10","Genotype.10","Tank.10","A_Tank.10","Nutrients.10","Disease.10","YII.10","Sample.10","Date.11","Genotype.11","Tank.11","A_Tank.11","Nutrients.11","Disease.11","YII.11","Sample.11","Date.12","Genotype.12","Tank.12","A_Tank.12","Nutrients.12","Disease.12","YII.12","Sample.12","Date.13","Genotype.13","Tank.13","A_Tank.13","Nutrients.13","Disease.13","YII.13","Sample.13"
"284","2020-08-12","FM14","2","4","NH4","Placebo",0.688,"2020-08-12_284","2020-09-02","FM14","4","4","NH4","Placebo",0.606,"2020-09-02_284","2020-09-11","FM14","4","4","NH4","Placebo",0.599,"2020-09-11_284","2020-09-18","FM14","4","4","NH4","Placebo",0.571,"2020-09-18_284","2020-09-22","FM14","4","4","NH4","Placebo",0.551,"2020-09-22_284","2020-09-25","FM14","4","4","NH4","Placebo",0.55,"2020-09-25_284","2020-10-02","FM14","4","4","NH4","Placebo",0.58,"2020-10-02_284","2020-10-09","FM14","4","4","NH4","Placebo",0.549,"2020-10-09_284","2020-10-15","FM14","8","4","NH4","Placebo",0.572,"2020-10-15_284","2020-10-23","FM14","8","4","NH4","Placebo",0.58,"2020-10-23_284",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","8","4","NH4","Placebo",0.591,"2020-10-30_284","2020-11-06","FM14","7","4","NH4","Placebo",0.5,"2020-11-06_284"
"285","2020-08-12","FM14","2","4","NH4","Pathogen",0.69,"2020-08-12_285","2020-09-02","FM14","4","4","NH4","Pathogen",0.672,"2020-09-02_285","2020-09-11","FM14","4","4","NH4","Pathogen",0.603,"2020-09-11_285","2020-09-18","FM14","4","4","NH4","Pathogen",0.647,"2020-09-18_285","2020-09-22","FM14","4","4","NH4","Pathogen",0.543,"2020-09-22_285","2020-09-25","FM14","4","4","NH4","Pathogen",0.576,"2020-09-25_285","2020-10-02","FM14","4","4","NH4","Pathogen",0.568,"2020-10-02_285","2020-10-09","FM14","4","4","NH4","Pathogen",0.546,"2020-10-09_285","2020-10-15","FM14","4","4","NH4","Pathogen",0.573,"2020-10-15_285","2020-10-23","FM14","4","4","NH4","Pathogen",0.543,"2020-10-23_285",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","4","4","NH4","Pathogen",0.605,"2020-10-30_285","2020-11-06","FM14","3","4","NH4","Pathogen",0.527,"2020-11-06_285"
"288","2020-08-12","FM14","2","6","Ambient","Placebo",0.691,"2020-08-12_288","2020-09-02","FM14","6","6","Ambient","Placebo",0.597,"2020-09-02_288","2020-09-11","FM14","6","6","Ambient","Placebo",0.529,"2020-09-11_288","2020-09-18","FM14","6","6","Ambient","Placebo",0.593,"2020-09-18_288","2020-09-22","FM14","6","6","Ambient","Placebo",0.532,"2020-09-22_288","2020-09-25","FM14","6","6","Ambient","Placebo",0.534,"2020-09-25_288","2020-10-02","FM14","6","6","Ambient","Placebo",0.549,"2020-10-02_288","2020-10-09","FM14","6","6","Ambient","Placebo",0.544,"2020-10-09_288","2020-10-15","FM14","6","6","Ambient","Placebo",0.551,"2020-10-15_288","2020-10-23","FM14","6","6","Ambient","Placebo",0.56,"2020-10-23_288",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","6","6","Ambient","Placebo",0.524,"2020-10-30_288","2020-11-06","FM14","5","6","Ambient","Pathogen",0.487,"2020-11-06_288"
"289","2020-08-12","FM14","2","7","NH4","Pathogen",0.654,"2020-08-12_289","2020-09-02","FM14","1","7","NH4","Pathogen",0.677,"2020-09-02_289","2020-09-11","FM14","1","7","NH4","Pathogen",0.601,"2020-09-11_289","2020-09-18","FM14","7","7","NH4","Pathogen",0.567,"2020-09-18_289","2020-09-22","FM14","7","7","NH4","Pathogen",0.591,"2020-09-22_289","2020-09-25","FM14","7","7","NH4","Pathogen",0.587,"2020-09-25_289","2020-10-02","FM14","7","7","NH4","Pathogen",0.569,"2020-10-02_289","2020-10-09","FM14","7","7","NH4","Pathogen",0.545,"2020-10-09_289","2020-10-15","FM14","3","7","NH4","Pathogen",0.571,"2020-10-15_289","2020-10-23","FM14","3","7","NH4","Pathogen",0.628,"2020-10-23_289",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","3","7","NH4","Pathogen",0.579,"2020-10-30_289","2020-11-06","FM14","2","7","NH4","Pathogen",0.595,"2020-11-06_289"
"291","2020-08-12","FM14","2","7","NH4","Pathogen",0.695,"2020-08-12_291","2020-09-02","FM14","1","7","NH4","Pathogen",0.647,"2020-09-02_291","2020-09-11","FM14","1","7","NH4","Pathogen",0.631,"2020-09-11_291","2020-09-18","FM14","7","7","NH4","Pathogen",0.627,"2020-09-18_291","2020-09-22","FM14","7","7","NH4","Pathogen",0.562,"2020-09-22_291","2020-09-25","FM14","7","7","NH4","Pathogen",0.609,"2020-09-25_291","2020-10-02","FM14","7","7","NH4","Pathogen",0.609,"2020-10-02_291","2020-10-09","FM14","7","7","NH4","Pathogen",0.563,"2020-10-09_291","2020-10-15","FM14","3","7","NH4","Pathogen",0.588,"2020-10-15_291","2020-10-23","FM14","3","7","NH4","Pathogen",0.615,"2020-10-23_291",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","3","7","NH4","Pathogen",0.61,"2020-10-30_291","2020-11-06","FM14","2","7","NH4","Pathogen",0.584,"2020-11-06_291"
"293","2020-08-12","FM14","2","3","NH4","Placebo",0.693,"2020-08-12_293","2020-09-02","FM14","7","3","NH4","Placebo",0.669,"2020-09-02_293","2020-09-11","FM14","3","3","NH4","Placebo",0.585,"2020-09-11_293","2020-09-18","FM14","3","3","NH4","Placebo",0.566,"2020-09-18_293","2020-09-22","FM14","3","3","NH4","Placebo",0.544,"2020-09-22_293","2020-09-25","FM14","3","3","NH4","Placebo",0.571,"2020-09-25_293","2020-10-02","FM14","3","3","NH4","Placebo",0.536,"2020-10-02_293","2020-10-09","FM14","3","3","NH4","Placebo",0.542,"2020-10-09_293","2020-10-15","FM14","7","3","NH4","Placebo",0.587,"2020-10-15_293","2020-10-23","FM14","7","3","NH4","Placebo",0.561,"2020-10-23_293",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","7","3","NH4","Placebo",0.548,"2020-10-30_293","2020-11-06","FM14","6","3","NH4","Placebo",0.519,"2020-11-06_293"
"296","2020-08-12","FM14","2","8","NH4","Pathogen",0.709,"2020-08-12_296","2020-09-02","FM14","2","8","NH4","Pathogen",0.666,"2020-09-02_296","2020-09-11","FM14","2","8","NH4","Pathogen",0.645,"2020-09-11_296","2020-09-18","FM14","8","8","NH4","Pathogen",0.477,"2020-09-18_296","2020-09-22","FM14","8","8","NH4","Pathogen",0.525,"2020-09-22_296","2020-09-25","FM14","8","8","NH4","Pathogen",0.584,"2020-09-25_296","2020-10-02","FM14","8","8","NH4","Pathogen",0.567,"2020-10-02_296","2020-10-09","FM14","8","8","NH4","Pathogen",0.604,"2020-10-09_296","2020-10-15","FM14","4","8","NH4","Pathogen",0.578,"2020-10-15_296","2020-10-23","FM14","4","8","NH4","Pathogen",0.561,"2020-10-23_296",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","FM14","4","8","NH4","Pathogen",0.593,"2020-10-30_296","2020-11-06","FM14","3","8","NH4","Pathogen",0.556,"2020-11-06_296"
"A016","2020-08-12","Cooper-9","6","6","Ambient","Pathogen",0.702,"2020-08-12_A016","2020-09-02","Cooper-9","6","6","Ambient","Pathogen",0.662,"2020-09-02_A016","2020-09-11","Cooper-9","6","6","Ambient","Pathogen",0.663,"2020-09-11_A016","2020-09-18","Cooper-9","6","6","Ambient","Pathogen",0.605,"2020-09-18_A016","2020-09-22","Cooper-9","6","6","Ambient","Pathogen",0.562,"2020-09-22_A016","2020-09-25","Cooper-9","6","6","Ambient","Pathogen",0.586,"2020-09-25_A016","2020-10-02","Cooper-9","6","6","Ambient","Pathogen",0.543,"2020-10-02_A016","2020-10-09","Cooper-9","6","6","Ambient","Pathogen",0.563,"2020-10-09_A016","2020-10-15","Cooper-9","1","6","Ambient","Pathogen",0.576,"2020-10-15_A016","2020-10-23","Cooper-9","1","6","Ambient","Pathogen",0.522,"2020-10-23_A016",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","1","6","Ambient","Pathogen",0.536,"2020-10-30_A016",NA,NA,NA,NA,NA,NA,NA,NA
"A017","2020-08-12","Cooper-9","6","5","Ambient","Placebo",0.703,"2020-08-12_A017","2020-09-02","Cooper-9","5","5","Ambient","Placebo",0.665,"2020-09-02_A017","2020-09-11","Cooper-9","5","5","Ambient","Placebo",0.593,"2020-09-11_A017","2020-09-18","Cooper-9","5","5","Ambient","Placebo",0.604,"2020-09-18_A017","2020-09-22","Cooper-9","5","5","Ambient","Placebo",0.587,"2020-09-22_A017","2020-09-25","Cooper-9","5","5","Ambient","Placebo",0.571,"2020-09-25_A017","2020-10-02","Cooper-9","5","5","Ambient","Placebo",0.563,"2020-10-02_A017","2020-10-09","Cooper-9","5","5","Ambient","Placebo",0.524,"2020-10-09_A017","2020-10-15","Cooper-9","5","5","Ambient","Placebo",0.549,"2020-10-15_A017","2020-10-23","Cooper-9","5","5","Ambient","Placebo",0.519,"2020-10-23_A017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A018","2020-08-12","Cooper-9","6","3","NH4","Placebo",0.707,"2020-08-12_A018","2020-09-04","Cooper-9","7","3","NH4","Placebo",0.602,"2020-09-04_A018","2020-09-11","Cooper-9","3","3","NH4","Placebo",0.629,"2020-09-11_A018","2020-09-18","Cooper-9","3","3","NH4","Placebo",0.569,"2020-09-18_A018","2020-09-22","Cooper-9","3","3","NH4","Placebo",0.558,"2020-09-22_A018","2020-09-25","Cooper-9","3","3","NH4","Placebo",0.551,"2020-09-25_A018","2020-10-02","Cooper-9","3","3","NH4","Placebo",0.528,"2020-10-02_A018","2020-10-09","Cooper-9","3","3","NH4","Placebo",0.52,"2020-10-09_A018","2020-10-15","Cooper-9","7","3","NH4","Placebo",0.528,"2020-10-15_A018","2020-10-23","Cooper-9","7","3","NH4","Placebo",0.513,"2020-10-23_A018",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","7","3","NH4","Placebo",0.489,"2020-10-30_A018",NA,NA,NA,NA,NA,NA,NA,NA
"A019","2020-08-12","Cooper-9","6","7","NH4","Placebo",0.704,"2020-08-12_A019","2020-09-02","Cooper-9","1","7","NH4","Placebo",0.661,"2020-09-02_A019","2020-09-11","Cooper-9","1","7","NH4","Placebo",0.617,"2020-09-11_A019","2020-09-18","Cooper-9","7","7","NH4","Placebo",0.545,"2020-09-18_A019","2020-09-22","Cooper-9","7","7","NH4","Placebo",0.563,"2020-09-22_A019","2020-09-25","Cooper-9","7","7","NH4","Placebo",0.571,"2020-09-25_A019","2020-10-02","Cooper-9","7","7","NH4","Placebo",0.515,"2020-10-02_A019","2020-10-09","Cooper-9","7","7","NH4","Placebo",0.564,"2020-10-09_A019","2020-10-15","Cooper-9","7","7","NH4","Placebo",0.566,"2020-10-15_A019","2020-10-23","Cooper-9","7","7","NH4","Placebo",0.501,"2020-10-23_A019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A020","2020-08-12","Cooper-9","6","6","Ambient","Placebo",0.694,"2020-08-12_A020","2020-09-02","Cooper-9","6","6","Ambient","Placebo",0.65,"2020-09-02_A020","2020-09-11","Cooper-9","6","6","Ambient","Placebo",0.642,"2020-09-11_A020","2020-09-18","Cooper-9","6","6","Ambient","Placebo",0.539,"2020-09-18_A020","2020-09-22","Cooper-9","6","6","Ambient","Placebo",0.558,"2020-09-22_A020","2020-09-25","Cooper-9","6","6","Ambient","Placebo",0.566,"2020-09-25_A020","2020-10-02","Cooper-9","6","6","Ambient","Placebo",0.523,"2020-10-02_A020","2020-10-09","Cooper-9","6","6","Ambient","Placebo",0.551,"2020-10-09_A020","2020-10-15","Cooper-9","6","6","Ambient","Placebo",0.561,"2020-10-15_A020","2020-10-23","Cooper-9","6","6","Ambient","Placebo",0.525,"2020-10-23_A020",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","6","6","Ambient","Placebo",0.535,"2020-10-30_A020","2020-11-06","Cooper-9","4","6","Ambient","Pathogen",0.494,"2020-11-06_A020"
"A021","2020-08-12","Cooper-9","6","3","NH4","Pathogen",0.709,"2020-08-12_A021","2020-09-04","Cooper-9","7","3","NH4","Pathogen",0.576,"2020-09-04_A021","2020-09-11","Cooper-9","3","3","NH4","Pathogen",0.618,"2020-09-11_A021","2020-09-18","Cooper-9","3","3","NH4","Pathogen",0.5,"2020-09-18_A021","2020-09-22","Cooper-9","3","3","NH4","Pathogen",0.52,"2020-09-22_A021","2020-09-25","Cooper-9","3","3","NH4","Pathogen",0.517,"2020-09-25_A021","2020-10-02","Cooper-9","3","3","NH4","Pathogen",0.477,"2020-10-02_A021","2020-10-09","Cooper-9","3","3","NH4","Pathogen",0.49,"2020-10-09_A021","2020-10-15","Cooper-9","3","3","NH4","Pathogen",0.55,"2020-10-15_A021","2020-10-23","Cooper-9","3","3","NH4","Pathogen",0.616,"2020-10-23_A021",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","3","3","NH4","Pathogen",0.566,"2020-10-30_A021",NA,NA,NA,NA,NA,NA,NA,NA
"A022","2020-08-12","Cooper-9","6","7","NH4","Pathogen",0.687,"2020-08-12_A022","2020-09-02","Cooper-9","1","7","NH4","Pathogen",0.653,"2020-09-02_A022","2020-09-11","Cooper-9","1","7","NH4","Pathogen",0.653,"2020-09-11_A022","2020-09-18","Cooper-9","7","7","NH4","Pathogen",0.598,"2020-09-18_A022","2020-09-22","Cooper-9","7","7","NH4","Pathogen",0.527,"2020-09-22_A022","2020-09-25","Cooper-9","7","7","NH4","Pathogen",0.561,"2020-09-25_A022","2020-10-02","Cooper-9","7","7","NH4","Pathogen",0.557,"2020-10-02_A022","2020-10-09","Cooper-9","7","7","NH4","Pathogen",0.54,"2020-10-09_A022","2020-10-15","Cooper-9","3","7","NH4","Pathogen",0.544,"2020-10-15_A022","2020-10-23","Cooper-9","3","7","NH4","Pathogen",0.533,"2020-10-23_A022",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","3","7","NH4","Pathogen",0.469,"2020-10-30_A022",NA,NA,NA,NA,NA,NA,NA,NA
"A023","2020-08-12","Cooper-9","6","2","Ambient","Pathogen",0.694,"2020-08-12_A023","2020-09-02","Cooper-9","8","2","Ambient","Pathogen",0.652,"2020-09-02_A023","2020-09-11","Cooper-9","8","2","Ambient","Pathogen",0.67,"2020-09-11_A023","2020-09-18","Cooper-9","2","2","Ambient","Pathogen",0.592,"2020-09-18_A023","2020-09-22","Cooper-9","2","2","Ambient","Pathogen",0.61,"2020-09-22_A023","2020-09-25","Cooper-9","2","2","Ambient","Pathogen",0.512,"2020-09-25_A023","2020-10-02","Cooper-9","2","2","Ambient","Pathogen",0.591,"2020-10-02_A023","2020-10-09","Cooper-9","2","2","Ambient","Pathogen",0.453,"2020-10-09_A023","2020-10-15","Cooper-9","2","2","Ambient","Pathogen",0.542,"2020-10-15_A023","2020-10-23","Cooper-9","2","2","Ambient","Pathogen",0.541,"2020-10-23_A023","2020-10-29","Cooper-9","2","2","Ambient","Pathogen",0.56,"2020-10-29_A023","2020-10-30","Cooper-9","2","2","Ambient","Pathogen",0.365,"2020-10-30_A023",NA,NA,NA,NA,NA,NA,NA,NA
"A024","2020-08-12","Cooper-9","6","7","NH4","Pathogen",0.714,"2020-08-12_A024","2020-09-02","Cooper-9","1","7","NH4","Pathogen",0.603,"2020-09-02_A024","2020-09-11","Cooper-9","1","7","NH4","Pathogen",0.641,"2020-09-11_A024","2020-09-18","Cooper-9","7","7","NH4","Pathogen",0.569,"2020-09-18_A024","2020-09-22","Cooper-9","7","7","NH4","Pathogen",0.561,"2020-09-22_A024","2020-09-25","Cooper-9","7","7","NH4","Pathogen",0.618,"2020-09-25_A024","2020-10-02","Cooper-9","7","7","NH4","Pathogen",0.621,"2020-10-02_A024","2020-10-09","Cooper-9","7","7","NH4","Pathogen",0.607,"2020-10-09_A024","2020-10-15","Cooper-9","3","7","NH4","Pathogen",0.631,"2020-10-15_A024","2020-10-23","Cooper-9","3","7","NH4","Pathogen",0.621,"2020-10-23_A024",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","3","7","NH4","Pathogen",0.593,"2020-10-30_A024","2020-11-06","Cooper-9","2","7","NH4","Pathogen",0.591,"2020-11-06_A024"
"A025","2020-08-12","Cooper-9","6","2","Ambient","Pathogen",0.707,"2020-08-12_A025","2020-09-02","Cooper-9","8","2","Ambient","Pathogen",0.635,"2020-09-02_A025","2020-09-11","Cooper-9","8","2","Ambient","Pathogen",0.607,"2020-09-11_A025","2020-09-18","Cooper-9","2","2","Ambient","Pathogen",0.584,"2020-09-18_A025","2020-09-22","Cooper-9","2","2","Ambient","Pathogen",0.508,"2020-09-22_A025","2020-09-25","Cooper-9","2","2","Ambient","Pathogen",0.562,"2020-09-25_A025","2020-10-02","Cooper-9","2","2","Ambient","Pathogen",0.55,"2020-10-02_A025","2020-10-09","Cooper-9","2","2","Ambient","Pathogen",0.505,"2020-10-09_A025","2020-10-15","Cooper-9","2","2","Ambient","Pathogen",0.516,"2020-10-15_A025","2020-10-23","Cooper-9","2","2","Ambient","Pathogen",0.507,"2020-10-23_A025","2020-10-29","Cooper-9","2","2","Ambient","Pathogen",0.505,"2020-10-29_A025","2020-10-30","Cooper-9","2","2","Ambient","Pathogen",0.435,"2020-10-30_A025",NA,NA,NA,NA,NA,NA,NA,NA
"A026","2020-08-12","Cooper-9","6","8","NH4","Placebo",0.675,"2020-08-12_A026","2020-09-02","Cooper-9","2","8","NH4","Placebo",0.579,"2020-09-02_A026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A027","2020-08-12","Cooper-9","6","4","NH4","Pathogen",0.683,"2020-08-12_A027","2020-09-04","Cooper-9","4","4","NH4","Pathogen",0.635,"2020-09-04_A027","2020-09-11","Cooper-9","4","4","NH4","Pathogen",0.592,"2020-09-11_A027","2020-09-18","Cooper-9","4","4","NH4","Pathogen",0.523,"2020-09-18_A027","2020-09-22","Cooper-9","4","4","NH4","Pathogen",0.541,"2020-09-22_A027","2020-09-25","Cooper-9","4","4","NH4","Pathogen",0.592,"2020-09-25_A027","2020-10-02","Cooper-9","4","4","NH4","Pathogen",0.585,"2020-10-02_A027","2020-10-09","Cooper-9","4","4","NH4","Pathogen",0.569,"2020-10-09_A027","2020-10-15","Cooper-9","4","4","NH4","Pathogen",0.55,"2020-10-15_A027","2020-10-23","Cooper-9","4","4","NH4","Pathogen",0.574,"2020-10-23_A027",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","4","4","NH4","Pathogen",0.59,"2020-10-30_A027",NA,NA,NA,NA,NA,NA,NA,NA
"A028","2020-08-12","Cooper-9","6","5","Ambient","Placebo",0.702,"2020-08-12_A028","2020-09-02","Cooper-9","5","5","Ambient","Placebo",0.642,"2020-09-02_A028","2020-09-11","Cooper-9","5","5","Ambient","Placebo",0.657,"2020-09-11_A028","2020-09-18","Cooper-9","5","5","Ambient","Placebo",0.604,"2020-09-18_A028","2020-09-22","Cooper-9","5","5","Ambient","Placebo",0.581,"2020-09-22_A028","2020-09-25","Cooper-9","5","5","Ambient","Placebo",0.587,"2020-09-25_A028","2020-10-02","Cooper-9","5","5","Ambient","Placebo",0.572,"2020-10-02_A028","2020-10-09","Cooper-9","5","5","Ambient","Placebo",0.571,"2020-10-09_A028","2020-10-15","Cooper-9","5","5","Ambient","Placebo",0.547,"2020-10-15_A028","2020-10-23","Cooper-9","5","5","Ambient","Placebo",0.546,"2020-10-23_A028",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","5","5","Ambient","Placebo",0.564,"2020-10-30_A028","2020-11-06","Cooper-9","3","5","Ambient","Placebo",0.462,"2020-11-06_A028"
"A029","2020-08-12","Cooper-9","6","8","NH4","Pathogen",0.701,"2020-08-12_A029","2020-09-02","Cooper-9","2","8","NH4","Pathogen",0.597,"2020-09-02_A029","2020-09-11","Cooper-9","2","8","NH4","Pathogen",0.514,"2020-09-11_A029","2020-09-18","Cooper-9","8","8","NH4","Pathogen",0.583,"2020-09-18_A029","2020-09-22","Cooper-9","8","8","NH4","Pathogen",0.577,"2020-09-22_A029","2020-09-25","Cooper-9","8","8","NH4","Pathogen",0.531,"2020-09-25_A029","2020-10-02","Cooper-9","8","8","NH4","Pathogen",0.562,"2020-10-02_A029","2020-10-09","Cooper-9","8","8","NH4","Pathogen",0.451,"2020-10-09_A029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A030","2020-08-12","Cooper-9","6","1","Ambient","Pathogen",0.689,"2020-08-12_A030","2020-09-02","Cooper-9","3","1","Ambient","Pathogen",0.636,"2020-09-02_A030","2020-09-11","Cooper-9","7","1","Ambient","Pathogen",0.602,"2020-09-11_A030","2020-09-18","Cooper-9","1","1","Ambient","Pathogen",0.577,"2020-09-18_A030","2020-09-22","Cooper-9","1","1","Ambient","Pathogen",0.558,"2020-09-22_A030","2020-09-25","Cooper-9","1","1","Ambient","Pathogen",0.568,"2020-09-25_A030","2020-10-02","Cooper-9","1","1","Ambient","Pathogen",0.575,"2020-10-02_A030","2020-10-09","Cooper-9","1","1","Ambient","Pathogen",0.561,"2020-10-09_A030","2020-10-15","Cooper-9","1","1","Ambient","Pathogen",0.562,"2020-10-15_A030","2020-10-23","Cooper-9","1","1","Ambient","Pathogen",0.492,"2020-10-23_A030",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","1","1","Ambient","Pathogen",0.531,"2020-10-30_A030",NA,NA,NA,NA,NA,NA,NA,NA
"A031","2020-08-12","Cooper-9","6","1","Ambient","Pathogen",0.667,"2020-08-12_A031","2020-09-02","Cooper-9","3","1","Ambient","Pathogen",0.571,"2020-09-02_A031","2020-09-11","Cooper-9","7","1","Ambient","Pathogen",0.569,"2020-09-11_A031","2020-09-18","Cooper-9","1","1","Ambient","Pathogen",0.548,"2020-09-18_A031","2020-09-22","Cooper-9","1","1","Ambient","Pathogen",0.567,"2020-09-22_A031","2020-09-25","Cooper-9","1","1","Ambient","Pathogen",0.584,"2020-09-25_A031","2020-10-02","Cooper-9","1","1","Ambient","Pathogen",0.603,"2020-10-02_A031","2020-10-09","Cooper-9","1","1","Ambient","Pathogen",0.584,"2020-10-09_A031","2020-10-15","Cooper-9","1","1","Ambient","Pathogen",0.597,"2020-10-15_A031","2020-10-23","Cooper-9","1","1","Ambient","Pathogen",0.585,"2020-10-23_A031",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","1","1","Ambient","Pathogen",0.564,"2020-10-30_A031",NA,NA,NA,NA,NA,NA,NA,NA
"A032","2020-08-12","Cooper-9","6","6","Ambient","Pathogen",0.661,"2020-08-12_A032","2020-09-02","Cooper-9","6","6","Ambient","Pathogen",0.646,"2020-09-02_A032","2020-09-11","Cooper-9","6","6","Ambient","Pathogen",0.634,"2020-09-11_A032","2020-09-18","Cooper-9","6","6","Ambient","Pathogen",0.539,"2020-09-18_A032","2020-09-22","Cooper-9","6","6","Ambient","Pathogen",0.438,"2020-09-22_A032","2020-09-25","Cooper-9","6","6","Ambient","Pathogen",0.434,"2020-09-25_A032","2020-10-02","Cooper-9","6","6","Ambient","Pathogen",0.447,"2020-10-02_A032","2020-10-09","Cooper-9","6","6","Ambient","Pathogen",0.428,"2020-10-09_A032","2020-10-15","Cooper-9","2","6","Ambient","Pathogen",0.577,"2020-10-15_A032","2020-10-23","Cooper-9","2","6","Ambient","Pathogen",0.558,"2020-10-23_A032","2020-10-29","Cooper-9","2","6","Ambient","Pathogen",0.458,"2020-10-29_A032","2020-10-30","Cooper-9","2","6","Ambient","Pathogen",0.195,"2020-10-30_A032",NA,NA,NA,NA,NA,NA,NA,NA
"A033","2020-08-12","Cooper-9","6","1","Ambient","Placebo",0.682,"2020-08-12_A033","2020-09-02","Cooper-9","3","1","Ambient","Placebo",0.588,"2020-09-02_A033","2020-09-11","Cooper-9","7","1","Ambient","Placebo",0.555,"2020-09-11_A033","2020-09-18","Cooper-9","1","1","Ambient","Placebo",0.532,"2020-09-18_A033","2020-09-22","Cooper-9","1","1","Ambient","Placebo",0.54,"2020-09-22_A033","2020-09-25","Cooper-9","1","1","Ambient","Placebo",0.544,"2020-09-25_A033","2020-10-02","Cooper-9","1","1","Ambient","Placebo",0.56,"2020-10-02_A033","2020-10-09","Cooper-9","1","1","Ambient","Placebo",0.541,"2020-10-09_A033","2020-10-15","Cooper-9","5","1","Ambient","Placebo",0.527,"2020-10-15_A033","2020-10-23","Cooper-9","5","1","Ambient","Placebo",0.505,"2020-10-23_A033",NA,NA,NA,NA,NA,NA,NA,NA,"2020-10-30","Cooper-9","5","1","Ambient","Placebo",0.48,"2020-10-30_A033","2020-11-06","Cooper-9","3","1","Ambient","Placebo",0.464,"2020-11-06_A033"
